,Id,Sentence,First Topic,Second Topic,Third Topic,Fourth Topic
994,IL3_NW_031260_20160109_G00400053_segment_4,"According to the information, the small town has about 500-600 people and 250 houses.",earthquake disaster,disaster earthquake rescue,village collapse mountain earthquake,earthquake village
995,IL3_NW_031214_20140217_G0040004Z_segment_6,100 officers and solders from production troops headed to the disaster area.,earthquake disaster,disaster earthquake rescue,disaster rescue,disaster
996,IL3_DF_020008_20160429_G00400K1T_segment_83,"Last year, my cousin was arrested from an electronic casino in somewhere like Tikichi or Wutunchi in Korla city by the Awat Farm Police.",earthquake disaster,inundate,flood hospital,virus
997,IL3_NW_031227_20140217_G0040006D_segment_3,"A lot of old houses and animal enclosures collapsed during the earthquake (expect public housing). The different levels of damages happened in bridges, tunnels, and some water supply systems.",earthquake disaster,disaster earthquake rescue,village collapse mountain earthquake,earthquake village
998,IL3_NW_031214_20140217_G0040004Z_segment_1,"Xinjiang Group of the People's Armed Police Force began the rescue from danger and disaster activities rapidly. At 19 minutes past 5 o'clock p.m, Feb 12, a magnitude 7.3 earthquake hit the Kiriye County Xoten prefecture. The seismic origin was 12 kilometers in depth, of 24 thousand town residents, more than 9 thousand people were affected.",earthquake disaster,disaster earthquake rescue,earthquake,earthquake resettle
999,IL3_WL_031213_20140216_G0040005Y_segment_4,"They distributed 500 CNY in cash, one bag of flour, and one bag of rice for each family.",earthquake disaster,disaster earthquake rescue,earthquake livestock disaster,earthquake disaster
1000,IL3_DF_020015_20160502_G004014C5_segment_16,"` i; a* _ + J/ T0 C, o% i4 D* p; b5 n # S0 d* s!",earthquake disaster,inundate,railway,earthquake fire village
1001,IL3_WL_031211_20140213_G00400065_segment_8,"The first part of rescue materials aid has departed for Keriya. The government sent 80 tents, 10 metric tons of flour, 100 containers of edible oil, and 100 coats for the rescue.",earthquake disaster,disaster earthquake rescue,village collapse mountain earthquake,earthquake village
1002,IL3_NW_031232_20140213_G0040006N_segment_0,A 7.3 magnitude earthquake happened in Keriya. Xijing Ping and Li Keqiang gave very important notices regarding this.,earthquake disaster,inundate,flood hospital,virus
1003,IL3_DF_020007_20160125_G00400B97_segment_26,"PAHO, the Pan American Health Organization, warned that all pregnant women who have been in the affected area must go to the hospital to be checked.",earthquake disaster,inundate,flood hospital,virus
1004,IL3_NW_031227_20140214_G0040006F_segment_1,"Uzunda website: People.cn reported that an earthquake of magnitude 7.3 occurred in Keriya, Hotan at 3:19 pm on February 12. The Central Communist Party and the Chinese citizens all paid close attention to the disaster.",earthquake disaster,disaster earthquake rescue,earthquake livestock disaster,earthquake disaster
1005,IL3_NW_031214_20140217_G0040007K_segment_24,"At the same time, an increasing number of provinces, countries, and cities are building institutes to keep materials for disaster protection and recuse.",earthquake disaster,disaster earthquake rescue,disaster rescue,disaster
1006,IL3_NW_031231_20140224_G0040006M_segment_1,"Around fifty thousand people were affected by the Keriya earthquake. According to the Xinhua Agency's report and the Xinjiang Autonomous Region's Public Service Office on February 14[th] , along with the investigation of the disaster situation, the total number of the earthquake victims came to fifty thousand people. But there were no deaths reported.",earthquake disaster,disaster earthquake rescue,disaster rescue,disaster
1007,IL3_WL_031213_20140216_G0040005Y_segment_6,"The names of the companies hat made donations : The Xinjiang Erqal Investment Company, The Xinjiang Ana Tupraq Investment Company, and The Xinjiang Bughra Company Ltd. Thanks a lot to the companies.",earthquake disaster,disaster earthquake rescue,village collapse mountain earthquake,earthquake village
1008,IL3_DF_020008_20160430_G00400GUU_segment_2,"According to reports from international news agencies on November 25, the day before yesterday, Richard Park, a UN official and a retired professor of Princeton University, on his blog asserted that <Sep 11> is a premeditated incident. Many news agencies have ignored this. There are clearly contradictory and suspicious points in the materials relating to <Sep 11>. Cambridge University theorist professor David Griffin's books, including < Sep 11 and American Government>, <The Pearl Harbor Port>, etc., have showed the truths of <Sep 11>.",earthquake disaster,inundate,flood hospital,virus
1009,IL3_WL_031228_20140215_G0040006I_segment_5,"According to our correspondent's phone conversation with Zhao Miao, the Director of the Keriye County Party Secretary's Office, as of 9pm on February 12, during the 7.3-magnitude earthquake walls of some houses in three hamlets of Atchan village were cracked in varying degrees due to proximity to the epicenter.",earthquake disaster,disaster earthquake rescue,earthquake,earthquake resettle
1010,IL3_NW_020005_20150520_G004007AD_segment_5,"Related authorities who observed and focused on illegal organ transport highly suspected that there was a connection between organ transplant and children going missing, which occurs frequently in China.",earthquake disaster,inundate,railway,disaster
1011,IL3_DF_020007_20150405_G00400E51_segment_94,An egg will be broken if you hit a rock with it.,earthquake disaster,inundate,railway,earthquake fire village
1012,IL3_NW_031208_20140515_G0040004Y_segment_6,"When poor householder Mettursun Metsidik's three-unit houses collapsed, he was settled in a tent immediately that night.",earthquake disaster,disaster earthquake rescue,earthquake livestock disaster,earthquake disaster
1013,IL3_DF_020008_20140225_G004001HU_segment_20,The soul of the populus may encourage your writing...bravo!!!!,earthquake disaster,disaster earthquake rescue,disaster,disaster flood
1014,IL3_DF_031211_20150522_G0040007W_segment_60,"No one can resist this disaster by himself, and no one can just prevent the damage. Once, the houses, called Earthquake Defending Houses, couldn't resist any more. Then, the houses were named Earthquake Resistance Houses.",earthquake disaster,disaster earthquake rescue,earthquake,earthquake resettle
1015,IL3_NW_031238_20160211_G004030C0_segment_4,"The symptoms, including fever, headache, and dizziness, happened when the patient was in Venezuela on January 28[th]. At that time, the patient received diagnosis and treatment.",earthquake disaster,inundate,earthquake magnitude,earthquake magnitude
1016,IL3_DF_031212_20140219_G0040007R_segment_15,"This letter was written on Feb 18th, 2014 in Kiriye Maripet Bookstore.",earthquake disaster,disaster earthquake rescue,disaster,disaster donation village
1017,IL3_DF_020007_20151018_G00400E7Q_segment_34,Schools open their doors for those conspirators.,earthquake disaster,disaster earthquake rescue,earthquake livestock disaster,earthquake disaster
1018,IL3_WL_031211_20150522_G0040006V_segment_17,"May 21, 2015, the flood lost; its control slowly decreased.",earthquake disaster,disaster earthquake rescue,disaster,disaster flood
1019,IL3_WL_031219_20140215_G0040005M_segment_8,That was your life monument you built with your life partner like birds built their own. You spent your most memorable times here and your lovely child was born in the house.,earthquake disaster,disaster earthquake rescue,village collapse mountain earthquake,earthquake village
1020,IL3_DF_020007_20160105_G004000AK_segment_29,"Block the sun that is not straight ever and take my bulky ethereality. Flame my last myths. If my inner organs did not resist the nights and my anxiousness did not warm up January,",earthquake disaster,inundate,flood hospital,virus
1021,IL3_NW_031209_20151011_G004030D2_segment_1,"The China Uyghur Radio Network reported from Beijing on October 11[th]: the National Health and Family Planning Commission on October 10[th] had made a report following the reports of legally designated infectious diseases in the past 9 months. Based on the nationwide documentation of infectious disease in the past 9 months, more than 580 thousand people were affected by legally designated infectious diseases, and among them 1,433 died. Hong Kong and Macao were not included.",earthquake disaster,inundate,disaster village,fire
1022,IL3_NW_031215_20140215_G0040005H_segment_1,"According to a report, in which there was information about some college students and entrepreneurs headed toward the affected area with a cargo van filled with supplies, we learn that the van with the supplies wasn't allowed past the board of Xoten City.",earthquake disaster,disaster earthquake rescue,earthquake,earthquake resettle
1023,IL3_DF_031211_20140214_G0040007O_segment_5,"On Feb.13, the first batch of relief goods from the Red Cross Society of China reached Pishker Village in Atchan Township, the area closest to the epicenter .",earthquake disaster,disaster earthquake rescue,disaster rescue,disaster
1024,IL3_NW_031220_20140212_G0040005N_segment_6,"Accordingly, after the main earthquake happened, 20 aftershocks occurred.",earthquake disaster,inundate,earthquake magnitude,earthquake magnitude
1025,IL3_NW_031220_20140212_G0040005N_segment_0,An earthquake has occurred in Keriya.,earthquake disaster,disaster earthquake rescue,earthquake livestock disaster,earthquake disaster rescue
1026,IL3_DF_031213_20140212_G0040007S_segment_17,The history of earthquakes in this region: a 7.3 magnitude earthquake hit in 2008.,earthquake disaster,inundate,earthquake magnitude,earthquake magnitude
1027,IL3_DF_031213_20140212_G0040007S_segment_19,A 6.2 magnitude earthquake hit in 2012,earthquake disaster,inundate,earthquake magnitude,earthquake magnitude
1028,IL3_DF_031213_20140212_G0040007S_segment_18,A 5.5 magnitude earthquake hit in 2011.,earthquake disaster,inundate,earthquake magnitude,earthquake magnitude
1029,IL3_NW_031238_20160219_G004030CD_segment_1,"The National Health and Family Control, on February 18[th], 2015, reported on conditions of legally designated infectious diseases in 2015.",earthquake disaster,inundate,earthquake magnitude,earthquake magnitude
1030,IL3_WL_031224_20140221_G0040005T_segment_0,Donations for the Affected Area,earthquake disaster,disaster earthquake rescue,disaster,disaster donation village
1031,IL3_NW_031210_20140212_G00400060_segment_7,They are investigating the damage of the disaster.,earthquake disaster,disaster earthquake rescue,earthquake,disaster government
1032,IL3_DF_031213_20140212_G0040007S_segment_7,They are investigating the damage of the disaster.,earthquake disaster,disaster earthquake rescue,earthquake,disaster government
1033,IL3_WL_031211_20150522_G0040006V_segment_5,Several hundred houses collapsed.,earthquake disaster,disaster earthquake rescue,village collapse mountain earthquake,earthquake village
1034,IL3_WL_031226_20140215_G0040005W_segment_3,"Respectfully: Urumchi Albehir Trading Company Ltd., 12 February, 2014. Uyghur economy network report.",earthquake disaster,inundate,flood hospital,virus
1035,IL3_WL_031229_20140225_G0040006K_segment_28,"As we learned from subsequent news, the Atchan village government announced that during the earthquake, luckily, no one was injured, but cracks appeared on houses.",earthquake disaster,disaster earthquake rescue,village collapse mountain earthquake,earthquake village
1036,IL3_DF_031211_20150522_G0040007W_segment_0,Erkim: the Flood in Qumul.,earthquake disaster,disaster earthquake rescue,disaster,disaster flood
1037,IL3_NW_031214_20140215_G00400063_segment_0,Arman is with the victims all the time,earthquake disaster,disaster earthquake rescue,earthquake,disaster stricken
1038,IL3_NW_031227_20140217_G0040006C_segment_13,"Now, the Xinjiang Uyghur Autonomy Region established a system that helps to prevent five grades of earthquake and decreases the level of disasters. ""Overall Earthquake Prevention and Damage Reduction (2011-2015)"" was established to protect and rebuild important buildings in cities and the countryside to make them earthquake-proof. Additionally, preparation and damage control projects were built, based on helping people to feel safe and prosperous throughout the region.",earthquake disaster,inundate,flood hospital,virus
1039,IL3_NW_031243_20150726_G00400055_segment_4,Source : Xinhua network.,earthquake disaster,inundate,disaster village,fire
1040,IL3_NW_031214_20140217_G00400058_segment_2,"Currently, arranging the victims in affected regions and evaluating the earthquake's impacts are working orderly.",earthquake disaster,disaster earthquake rescue,earthquake,earthquake resettle
1041,IL3_DF_031213_20140212_G0040007S_segment_10,The depth of the earthquake is 12 thousand meters.,earthquake disaster,inundate,earthquake magnitude,earthquake magnitude
1042,IL3_NW_031209_20140225_G0040005P_segment_4,"At the same time, in the affected regions, some infrastructure worked after they had been fixed.",earthquake disaster,disaster earthquake rescue,earthquake,earthquake resettle
1043,IL3_NW_031210_20150212_G0040005C_segment_1,"The report from China News Web on Feb 12. At 9 o'clock, Feb 11, a snow slide occurred on the Sayram Kengsay Highway near the exit for Junguo Tunnel, in the direction from Hulja toward Urumqi. The snow accumulation, with nearly seven meters height and eight meters length, occupied four meters of the highway.",earthquake disaster,inundate,flood hospital,virus
1044,IL3_NW_031214_20140215_G00400061_segment_27,"According to the report form China News Web, the telegraph from Xinhua Network's bureau in Xinjiang stated that after the earthquake in Kiriye, four teams, consisting of the members from the local army, the civil official, the health department, the police, the fire department, the power supply and so on, have left for the affected Atchan township. It also reports that these teams are going to investigate the condition of damages. The rescue team has delivered the necessary supplies into the affected region. Now, the loss and damage are under urgent investigation. The news relieved a little bit of our anxieties.",earthquake disaster,disaster earthquake rescue,earthquake livestock disaster,earthquake disaster
1045,IL3_WL_031226_20140216_G0040005V_segment_7,"The old town of Keriye County, which is continuously being mentioned in websites, is a special zone of Keriye County that was the earliest residential area where the traditional Uyghur sedentary culture has been preserved, similar to the streets of Old Kashgar. Here houses were adjacent to each other and the area is heavily populated, in addition to the existence of numerous old houses. For this reason, it's easy to say that some houses in this area might have been damaged by the quake. If so, what types of houses are they? Simply say, they are the houses that were damaged during the quake. The most shocking factor is the age of the houses. Some of them might be 50 to 60 years old while some of the newest ones would be 8 years old. There still might be some houses that are about 5 years old.",earthquake disaster,inundate,earthquake magnitude,earthquake magnitude
1046,IL3_NW_031234_20160217_G004030C7_segment_2,"The most severe consequence was that more and more ""microcephaly"" and other nervous system diseases occurred in newborn babies in Brazil. These diseases were connected to the spread of the Zika virus.",earthquake disaster,inundate,earthquake magnitude,earthquake magnitude
1047,IL3_NW_031220_20150711_G00400072_segment_0,Zhejiang province seriously affected by a cyclone.,earthquake disaster,disaster earthquake rescue,village collapse mountain earthquake,earthquake village
1048,IL3_NW_031214_20140217_G0040005O_segment_9,"Now, all work relating to the affected region has been carried out energetically and orderly. The conditions in some far mountainous areas are still being investigated.",earthquake disaster,disaster earthquake rescue,disaster rescue,disaster
1049,IL3_DF_020007_20140826_G00400ER1_segment_11,"Although the exact circumstances of Lancaster's death are yet to be established, locals say he might have accidentally lost his life when he took part in the special ""ice bucket challenge"" popular there.",earthquake disaster,disaster earthquake rescue,earthquake livestock disaster,earthquake disaster
1050,IL3_NW_031227_20140217_G0040006C_segment_11,"Recently, the Xinjiang Uyghur Autonomous Region People's Congress Conference established earthquake prevention and damage control work on June 6, 2013.",earthquake disaster,disaster earthquake rescue,earthquake food,food resettlement
1051,IL3_NW_031232_20160223_G00400074_segment_3,"On February 22nd, the rescue team confirmed that 20 people had been reported dead.",earthquake disaster,inundate,disaster village,fire
1052,IL3_WL_031211_20140220_G00400067_segment_2,"After the earthquake, the county officials were organized and headed to the disaster area. People in the Keriya Red Cross Organization were responsible for receiving donated material aid and cash on behalf of the people in the disaster area. Maybe only small numbers of people were able to reach the disaster area because of unexpected quakes. Later, the local government appointed the Civil Affairs Bureau to be responsible for that. The Civil Affairs Bureau officials provided information about the situation of the disaster area to the people who brought donations, and they took some donors to the earthquake zone for distributing material aid if they wanted to go to the area. Following the growing of donors in number gradually, they all brought their donations to Atchan village directly. So all the donations were simply gathered in Atchan village. After proper arrangements were made for the affected villages nearby, the local government planned to accept donations on behalf of some heavily affected villages in remote mountainous areas that the donors were not able to reach and to bring them to the affected people for their share. After learning this, the donors entrusted this to the Civil Affairs Bureau, and they will take you to the earthquake zone if you want to bring your donations by yourself. Some people in the disaster area wanted more donations after the government distributed some cash and material aid to them. They still complained about the local officials saying they did not give some donations to the people and what they said really confused some people. The government did not take anything that belonged to you, dear brothers and sisters ... think about that, what will be the influence of the rumors that the donations were not delivered?",earthquake disaster,inundate,earthquake magnitude,earthquake magnitude
1053,IL3_NW_031254_20150405_G0040005B_segment_3,"The burned area has reached up to 300 mu (20 hectares) as of this morning, and 190 citizens from 60 household have been evacuated.",earthquake disaster,inundate,disaster village,Others
1054,IL3_DF_031212_20140219_G0040007R_segment_3,"After the Kiriye earthquake, our friends actively rushed to the front line of the relief effort, which reached the unprecedented climax of the disaster relief.",earthquake disaster,disaster earthquake rescue,earthquake livestock disaster,earthquake disaster
1055,IL3_NW_031214_20140216_G0040005Z_segment_6,"At Urumqi local time 7, calligraphers like Master Adiljan, Yasin Kërim, Muhemmtallaberdi Nekqash, Muhemmetjan Abdulla Qaraqashi, and Master Ëlijan, along with 20 sons of the ""People Monument Charity Team,"" took the banners, posters, and flags prepared with the help of Ms. Munire, leader of the ""People Monument Charity Team,"" and headed to the disaster area.",earthquake disaster,inundate,flood hospital,virus
1056,IL3_DF_020007_20140826_G00400ER1_segment_1,"An 18-year-old teen died in an ""Ice bucket challenge"" related tragedy.",earthquake disaster,inundate,earthquake magnitude,village
1057,IL3_NW_031254_20150405_G0040005B_segment_1,"XinhuaNet News; Ablimit translated for Baghdash website. Around 16:00 local time, on April 4, a forest fire broke out in the Wugong Mountain and Shirenchong Area in the city of Wuzhou, South China's Guangxi province.",earthquake disaster,inundate,railway,disaster
1058,IL3_NW_031237_20140505_G0040006T_segment_2,"After a landslide occurred in Badahxan province in the northeastern part of Afghanistan on the 2nd, the village was buried under the debris. The local government confirmed the deaths of 350 people and that of 2000 people were missing.",earthquake disaster,inundate,railway,disaster
1059,IL3_DF_020015_20160502_G004013ZA_segment_24,"8 f3 S7 V/ K% U. a' H- l. k& [4 n. ^4 H L On this day in 1928, British doctor Fleming invented penicillin.",earthquake disaster,inundate,earthquake magnitude,earthquake magnitude
1060,IL3_NW_031208_20140515_G0040004Y_segment_11,"On May 10, we saw the roofing construction completed for Mettursun's new house. Five meters away, Mettursun's family is living in one tent, and using the other tent for storing their grain.",earthquake disaster,disaster earthquake rescue,earthquake,earthquake resettle
1061,IL3_DF_020015_20160213_G004013VX_segment_15,"The Tian Shan first glacier, located to the southwest of Urumqi, is the one that has the longest time of observation and detailed information nationwide.",earthquake disaster,inundate,flood hospital,virus
1062,IL3_NW_031243_20150726_G00400055_segment_0,Forest Fire Hits Israel,earthquake disaster,inundate,railway,disaster
1063,IL3_NW_031214_20140217_G00400058_segment_7,"Currently, 12 medical units from Hotan Prefecture and the county Health Care Department reached the affected region.",earthquake disaster,disaster earthquake rescue,earthquake,earthquake resettle
1064,IL3_NW_031209_20160218_G004030EN_segment_19,Picture: Grandfather Wilson gives a kiss to two months old Huan Pidiro.,earthquake disaster,inundate,earthquake magnitude,village
1065,IL3_DF_020015_20160502_G004013ZA_segment_12,` & T% A& K8 [( C M: W# O,earthquake disaster,inundate,railway,disaster
1066,IL3_DF_020007_20160502_G0040128M_segment_20,How did the trolly in 1832 move? Towed by horses or burning coal?,earthquake disaster,disaster earthquake rescue,village collapse mountain earthquake,earthquake village
1067,IL3_NW_031235_20160225_G0040006S_segment_0,Around ten thousand head of livestock were trapped in the mountains in Dorbiljin District.,earthquake disaster,inundate,flood hospital,virus flood
1068,IL3_NW_031237_20140505_G0040006T_segment_26,"According to the leader of the Afghan Rescue Team Muhannad's own statistics, 600 to 900 people were killed.",earthquake disaster,disaster earthquake rescue,earthquake,earthquake resettle
1069,IL3_NW_031208_20140515_G0040004Y_segment_32,"After the earthquake, the amount of 110 million Yuan was remitted from the fund to settle and enrich people of Autonomous Region, which deployed by the end of April.",earthquake disaster,disaster earthquake rescue,earthquake,earthquake resettle
1070,IL3_NW_031221_20140221_G0040005Q_segment_3,"Although no deaths were reported, the next season's evaluation and reconstruction work are still very important. Because the local government lacks experience, the Red Cross of Xinjiang Autonomous Region will participate in the reconstruction project.""",earthquake disaster,disaster earthquake rescue,village collapse mountain earthquake,earthquake village
1071,IL3_DF_020007_20141012_G00400E53_segment_13,"Flights from the affected area to everywhere in the world are still leaving, so some experts are concerned that the disease has already been in the Western countries from the African continent.",earthquake disaster,inundate,railway,disaster
1072,IL3_WL_031228_20140215_G0040006G_segment_27,"4 I) U) [, N& S5 x4 { 6 L* _.",earthquake disaster,inundate,railway,earthquake fire village
1073,IL3_NW_031260_20160109_G00400053_segment_11,"Some scientists warned that the climate change might extend the season of summer forest fires, so that the number of forest fires might increase.",earthquake disaster,inundate,railway,earthquake fire village
1074,IL3_NW_020016_20150427_G004030C3_segment_3,"The volcano, after lying dormant for 54 years, erupted again at 7:00 am on the 22nd.",earthquake disaster,inundate,flood hospital,virus flood
1075,IL3_NW_031214_20140217_G00400058_segment_10,An on-site investigation group with nine members from the Chinese Earthquake Department reached Keriye County on February 13 to investigate the earthquake conditions.,earthquake disaster,disaster earthquake rescue,earthquake,disaster government
1076,IL3_NW_031214_20140215_G00400061_segment_3,"But in the afternoon, news spread at lightening speed that a 7.3 magnitude earthquake hit Kiriye County. Did you feel the tremor?",earthquake disaster,inundate,flood hospital,virus
1077,IL3_WL_031245_20160427_G0040007J_segment_2,"The philanthropist fathers have brought 70,000 yuan to the disaster area this time. Based on their actual onsite investigations, they distributed it in portions of 200 to 300 yuan to the families that are truly suffering from financial hardship.",earthquake disaster,disaster earthquake rescue,village collapse mountain earthquake,earthquake village
1078,IL3_DF_020015_20160502_G004014C5_segment_12,"A reporter met this girl and her mother, Ms. Chen, in Fujian Province Geology Hospital.",earthquake disaster,inundate,flood hospital,virus
1079,IL3_DF_020008_20160429_G00400KIF_segment_29,The police should have been authorized to shoot human traffickers and drug dealers on sight. Right?,earthquake disaster,inundate,flood hospital,virus
1080,IL3_NW_031238_20150810_G00400077_segment_1,"A report on August 10[th] from Chinese Media Network: Bagdash Network Translation: the Flood Protection and Drought Prevention team of the Fujian People's Government revealed: ""This year a category 3 cyclone named ""Sudilu"" struck our mainland, creating an intense storm and heavy rain, and caused severe damages in all parts of the province.""",earthquake disaster,inundate,flood hospital,virus
1081,IL3_NW_031237_20140505_G0040006T_segment_20,Ak Bolak was a poor village located in the northwestern part of Afghanistan. Most of the residents of this village stayed in houses built with unfired bricks.,earthquake disaster,disaster earthquake rescue,village collapse mountain earthquake,earthquake village
1082,IL3_NW_031231_20160307_G00400071_segment_5,The original source: Urumqi Evening News,earthquake disaster,inundate,disaster village,fire
1083,IL3_NW_031208_20140515_G0040004Y_segment_7,"In less than a month after the earthquake, Mettursun saw the house design sketch for each family, according to the construction plans of 2014, settle and enrich the people.",earthquake disaster,disaster earthquake rescue,village collapse mountain earthquake,earthquake village
1084,IL3_NW_031227_20140217_G0040006C_segment_24,"At the same time, an increasing number of provinces, countries, and cities are building institutes to keep materials for disaster preparation and rescues.",earthquake disaster,disaster earthquake rescue,disaster rescue,disaster
1085,IL3_NW_031209_20140225_G0040005P_segment_1,"The report from China's Uyghur News Radio on Feb 25 in Beijing. A half-month has passed since the 7.3 magnitude earthquake in Kiriye County, Hotan, Xinjiang.",earthquake disaster,inundate,flood hospital,virus
1086,IL3_NW_031260_20160109_G00400053_segment_1,"China News Agency: According to foreign media, a large forest fire raged in Western Australia on January 9. A large area of the forest was affected, with 95 houses burned and 4 people injured.",earthquake disaster,inundate,earthquake magnitude,earthquake magnitude
1087,IL3_WL_031211_20140220_G00400067_segment_0,Reply Letter from Keriya,earthquake disaster,disaster earthquake rescue,disaster,disaster donation village
1088,IL3_WL_031228_20140215_G0040006G_segment_61,r( w ~ ; T/ g# I3 s' T- Y* L# f!,earthquake disaster,inundate,railway,earthquake fire village
1089,IL3_NW_031208_20150610_G00400076_segment_8,"For this sudden massive sandstorm, Hotan Prefecture Fire Team of the Police Department fully prepared against the disasters. All the officers and soldiers prepared for the relief work by holding the standby condition.",earthquake disaster,disaster earthquake rescue,village collapse mountain earthquake,earthquake village
1090,IL3_DF_020015_20160502_G004013ZA_segment_11,b3 k& C/ n+ M!,earthquake disaster,inundate,railway,disaster
1091,IL3_NW_031227_20140220_G00400069_segment_8,"No matter if it was the Sichuan earthquake, the Black Storm of Yuzhou, Gansu, or the Qinghai earthquake, he organized recue teams to send alms to the disaster areas. He brought the Xinjiangese people's care and wealth to victims by cooking them polo.",earthquake disaster,disaster earthquake rescue,earthquake livestock disaster,earthquake disaster
1092,IL3_WL_031219_20140215_G0040005M_segment_5,"The most importantly, there is your Lord who saved you from the magnitude 7.3 fatal earthquake, although you lost your properties.",earthquake disaster,inundate,railway,earthquake fire village
1093,IL3_NW_031237_20140505_G0040006T_segment_17,"According to British media, a rescue team from the United Nations was now focusing on resettling the 400 survivors. They used small vehicles and helicopters to deliver emergency relief goods to the disaster areas. The local government helped to resettle survivors in temporary shelters. However, it also explained that not enough shelters were available for survivors.",earthquake disaster,disaster earthquake rescue,earthquake,earthquake resettle
1094,IL3_DF_020015_20160213_G004013VX_segment_20,"/ ~2 P) u7 y"" ]$ @: [3 ~) e& j' A& {",earthquake disaster,inundate,railway,earthquake fire village
1095,IL3_NW_031227_20140217_G0040006D_segment_7,"The daily supplies like shelters, blankets, mattresses, rice, flour, oil and coal were guaranteed in the disaster area for people to make sure they have food to eat, clothes to wear, shelters to stay and hospitals to get treatments. The transportation, communication, electricity and water supply systems started to operate normally. The rescue and help project proceeded with a positive attitude.",earthquake disaster,disaster earthquake rescue,village collapse mountain earthquake,earthquake village
1096,IL3_DF_020015_20160502_G004013ZA_segment_18,The Nan Ning meeting is a meeting among some leaders from local and central government.,earthquake disaster,disaster earthquake rescue,disaster,Others
1097,IL3_WL_031211_20140213_G00400065_segment_9,"The water supply, electricity, roads, and communication equipment are normal.",earthquake disaster,disaster earthquake rescue,earthquake,earthquake resettle
1098,IL3_DF_031211_20150522_G0040007W_segment_25,The leaderships of both Qumul District and Qumul City are with the people in the affected region to guide the works of post-disaster reconstruction.,earthquake disaster,disaster earthquake rescue,disaster rescue,disaster
1099,IL3_DF_020008_20140220_G00400IAW_segment_12,"Because the trees that stop the sandstorms and other trees that bear fruit should be replaced by decorative trees, and that is the policy.",earthquake disaster,inundate,flood hospital,virus
1100,IL3_NW_031214_20140217_G0040007K_segment_11,"Recently, the Xinjiang Uyghur Autonomous Region People's Congress Conference On June 6, 2013, established earthquake preparation and damage control work.",earthquake disaster,disaster earthquake rescue,earthquake food,food resettlement
1101,IL3_SN_000370_20150701_G0T0001U9_segment_0,Car bombing happened in Egypt's 6th of October City http://t.co/yM7D0Mirpn,earthquake disaster,inundate,disaster village,drought disaster
1102,IL3_DF_031212_20140219_G0040007R_segment_20,The Fifth Elementary School 7 0 the Korean team and the related topic,earthquake disaster,disaster earthquake rescue,disaster rescue,disaster earthquake rescue
1103,IL3_DF_020007_20140826_G00400ER1_segment_5,"18-year-old Scottish teen Cameron Lancaster died in a tragedy linked to the ""ice bucket challenge"" recently, and his body was found in flooded quarry.",earthquake disaster,inundate,earthquake magnitude,earthquake magnitude
1104,IL3_NW_031232_20151204_G0040007M_segment_1,"Heavy rainfall in Tamil Nadu, an area in northeastern India, has resulted in floods. After raining for half a month, it did not stop. Instead, it continued for days uninterrupted to make the city a ""water country."" Airports, train stations, and schools were closed. 60% of households lost electricity. Thousands of people were trapped. Authorities sent soldiers and rescue teams to severely damaged disaster areas for assistance.",earthquake disaster,inundate,flood hospital,virus flood
1105,IL3_NW_031215_20140215_G0040005H_segment_5,"According to the report of some college students and entrepreneurs headed toward the affected area with a cargo van filled with supplies, we're informed the van with the supplies wasnt allowed to pass the board of Xoten City.",earthquake disaster,disaster earthquake rescue,earthquake,earthquake resettle
1106,IL3_NW_031237_20140505_G0040006T_segment_3,"Unfortunately, the number of people affected by the disaster remains unclear.",earthquake disaster,disaster earthquake rescue,disaster rescue,disaster
1107,IL3_DF_020008_20160429_G00400K1T_segment_30,"You should report more loudly to that deaf police. If it doesn't work, you can complain about them to the government of the county, city, or prefecture, if you are correspondingly living in a township, county, or city.",earthquake disaster,disaster earthquake rescue,earthquake,earthquake resettle
1108,IL3_NW_031235_20160225_G0040006S_segment_1,"The Chinese Media Network, Dorbiljin, Report of February 24[th]: A branch of Xinjiang Railway Bureau in Dorbiljin District, Qoqak city, reported on Feburary 24[th] that after more than 30 hours of difficult rescue work, a 7-kilometer stretch of a livestock road was cleared to a depth of one meter.",earthquake disaster,inundate,earthquake magnitude,village
1109,IL3_NW_031237_20140505_G0040006T_segment_27,"A leader of Badakhshan province, Nawud Firta, told our reporter that 2100 people from more than 300 families were killed.",earthquake disaster,disaster earthquake rescue,earthquake,earthquake resettle
1110,IL3_NW_031221_20140221_G0040005Q_segment_2,"Keriya province Communist Party Director Jiao Miao said, ""Earthquake victims do not need to be concerned about cold weather and food. Important groceries like food and oil are sent it to them. Coal for heating is also provided. Now, sheltered residents can cook for themselves.",earthquake disaster,disaster earthquake rescue,village collapse mountain earthquake,earthquake village
1111,IL3_NW_031214_20140215_G00400063_segment_3,"Accordingly, after the disaster, the ""Arman"" Group and their workers started the donation of money and supplies actively.",earthquake disaster,disaster earthquake rescue,disaster,Others
1112,IL3_NW_031239_20150327_G00400056_segment_3,A forest fire raged in three forests of southern Chile. Extremely hot temperatures and drought caused the disaster.,earthquake disaster,inundate,earthquake magnitude,earthquake magnitude
1113,IL3_NW_031214_20140217_G0040007K_segment_7,"Earthquake prevention and damage control was strongly emphasized. The Communist Party Secretary of the Xinjiang Uyghur Autonomous Region Zhang Chunxian stated: ""Safety and health are so important"".",earthquake disaster,disaster earthquake rescue,disaster rescue,disaster
